"Book Title","Author","ISBN","Rank","Week","x","y"
"ADMISSION","Jean Hanff Korelitz","9780446557634",15,112,3360,450
"WITH THIS KISS","Eloisa James","9780062276933",16,112,3360,480
"THE SILVER LININGS PLAYBOOK","Matthew Quick","9780374532284",17,112,3360,510
"LIFE OF PI","Yann Martel","9780547848419",18,112,3360,540
"HIGHLANDER MOST WANTED","Maya Banks","9780345533241",19,112,3360,570
"DEFENDING JACOB","William Landay","9780385344227",20,112,3360,600
"ALEX CROSS, RUN","James Patterson","9780316097512",1,111,3330,30
"WAIT FOR YOU","J Lynn","9780988982901",2,111,3330,60
"THE STORYTELLER","Jodi Picoult","9781439102763",3,111,3330,90
"GONE GIRL","Gillian Flynn","9780307588364",4,111,3330,120
"SAFE HAVEN","Nicholas Sparks","9780446547598",5,111,3330,150
"THREE SISTERS","Susan Mallery","9780778314349",6,111,3330,180
"A WEEK IN WINTER","Maeve Binchy","9780307273574",7,111,3330,210
"MIRROR IMAGE","Sandra Brown","9781455546343",8,111,3330,240
"BREAKING POINT","C J Box","9780399160752",9,111,3330,270
"THE HOST","Stephenie Meyer","9780316068055",10,111,3330,300
"FIFTY SHADES OF GREY","E L James","9781612130286",11,111,3330,330
"FALLEN TOO FAR","Abbi Glines",NA,12,111,3330,360
"THE SILVER LININGS PLAYBOOK","Matthew Quick","9780374532284",13,111,3330,390
"LIFE OF PI","Yann Martel","9780547848419",14,111,3330,420
"NEVER TOO FAR","Abbi Glines",NA,15,111,3330,450
"CALCULATED IN DEATH","J D Robb","9780399158827",16,111,3330,480
"DEFENDING JACOB","William Landay","9780385344227",17,111,3330,510
"FIFTY SHADES FREED","E L James","9781612130613",18,111,3330,540
"FIFTY SHADES DARKER","E L James","9781612130590",19,111,3330,570
"BLOODFIRE QUEST","Terry Brooks","9780345523501",20,111,3330,600
"RECKLESS","S C Stephens","9781476718217",1,110,3300,30
"WAIT FOR YOU","J Lynn","9780988982901",2,110,3300,60
"FROST BURNED","Patricia Briggs","9780441020010",3,110,3300,90
"ALEX CROSS, RUN","James Patterson","9780316097512",4,110,3300,120
"MIRROR IMAGE","Sandra Brown","9781455546343",5,110,3300,150
"THE STORYTELLER","Jodi Picoult","9781439102763",6,110,3300,180
"SAFE HAVEN","Nicholas Sparks","9780446547598",7,110,3300,210
"THE STRIKER","Clive Cussler and Justin Scott","9780399161773",8,110,3300,240
"GONE GIRL","Gillian Flynn","9780307588364",9,110,3300,270
"A WEEK IN WINTER","Maeve Binchy","9780307273574",10,110,3300,300
"THE CHANCE","Karen Kingsbury","9781451647037",11,110,3300,330
"CALCULATED IN DEATH","J D Robb","9780399158827",12,110,3300,360
"FALLEN TOO FAR","Abbi Glines",NA,13,110,3300,390
"THE SILVER LININGS PLAYBOOK","Matthew Quick","9780374532284",14,110,3300,420
"DAMASCUS COUNTDOWN","Joel C Rosenberg","9781414319704",15,110,3300,450
"FIFTY SHADES OF GREY","E L James","9781612130286",16,110,3300,480
"ALWAYS ON MY MIND","Bella Andre",NA,17,110,3300,510
"DEFENDING JACOB","William Landay","9780385344227",18,110,3300,540
"FIFTY SHADES FREED","E L James","9781612130613",19,110,3300,570
"LIFE OF PI","Yann Martel","9780547848419",20,110,3300,600
"CALCULATED IN DEATH","J D Robb","9780399158827",1,109,3270,30
"THE STORYTELLER","Jodi Picoult","9781439102763",2,109,3270,60
"ALEX CROSS, RUN","James Patterson","9780316097512",3,109,3270,90
"SAFE HAVEN","Nicholas Sparks","9780446547598",4,109,3270,120
"GONE GIRL","Gillian Flynn","9780307588364",5,109,3270,150
"THE SILVER LININGS PLAYBOOK","Matthew Quick","9780374532284",6,109,3270,180
"A WEEK IN WINTER","Maeve Binchy","9780307273574",7,109,3270,210
"IMMORTAL EVER AFTER","Lynsay Sands","9780062078117",8,109,3270,240
"LIFE OF PI","Yann Martel","9780547848419",9,109,3270,270
"FIFTY SHADES OF GREY","E L James","9781612130286",10,109,3270,300
"WAIT FOR ME","Elisabeth Naughton","9780985671952",11,109,3270,330
"MIRROR IMAGE","Sandra Brown","9781455546343",12,109,3270,360
"FALLEN TOO FAR","Abbi Glines",NA,13,109,3270,390
"RUSH","Maya Banks","9780425267042",14,109,3270,420
"FIFTY SHADES FREED","E L James","9781612130613",15,109,3270,450
"TOUCH AND GO","Lisa Gardner","9780525953074",16,109,3270,480
"FIFTY SHADES DARKER","E L James","9781612130590",17,109,3270,510
"EDGE OF DAWN","Lara Adrian","9780345532602",18,109,3270,540
"THREE SISTERS","Susan Mallery","9780778314349",19,109,3270,570
"HEARTSONG","Debbie Macomber",NA,20,109,3270,600
"ALEX CROSS, RUN","James Patterson","9780316097512",1,108,3240,30
"SAFE HAVEN","Nicholas Sparks","9780446547598",2,108,3240,60
"GONE GIRL","Gillian Flynn","9780307588364",3,108,3240,90
"WAIT FOR ME","Elisabeth Naughton","9780985671952",4,108,3240,120
"A WEEK IN WINTER","Maeve Binchy","9780307273574",5,108,3240,150
"FIFTY SHADES OF GREY","E L James","9781612130286",6,108,3240,180
"TOUCH AND GO","Lisa Gardner","9780525953074",7,108,3240,210
"RUSH","Maya Banks","9780425267042",8,108,3240,240
"IF YOU STAY","Courtney Cole",NA,9,108,3240,270
"THE SILVER LININGS PLAYBOOK","Matthew Quick","9780374532284",10,108,3240,300
"WAITING FOR LOVE","Marie Force","9780985034153",11,108,3240,330
"GUILT","Jonathan Kellerman","9780345505736",12,108,3240,360
"FIFTY SHADES FREED","E L James","9781612130613",13,108,3240,390
"FIFTY SHADES DARKER","E L James","9781612130590",14,108,3240,420
"HARD TO RESIST","Shanora Williams",NA,15,108,3240,450
"THE CIDER HOUSE RULES","John Irving","9780062235183",16,108,3240,480
"BEAUTIFUL BASTARD","Christina Lauren","9781476730097",17,108,3240,510
"PRIVATE BERLIN","James Patterson and Mark Sullivan","9780316211178",18,108,3240,540
"THE DINNER","Herman Koch","9780770437855",19,108,3240,570
"TALL, DARK AND DEADLY","Lisa Renee Jones",NA,20,108,3240,600
"SAFE HAVEN","Nicholas Sparks","9780446547598",1,107,3210,30
"A WEEK IN WINTER","Maeve Binchy","9780307273574",2,107,3210,60
"GUILT","Jonathan Kellerman","9780345505736",3,107,3210,90
"GONE GIRL","Gillian Flynn","9780307588364",4,107,3210,120
"WAIT FOR ME","Elisabeth Naughton","9780985671952",5,107,3210,150
"FIFTY SHADES OF GREY","E L James","9781612130286",6,107,3210,180
"RUSH","Maya Banks","9780425267042",7,107,3210,210
"TOUCH AND GO","Lisa Gardner","9780525953074",8,107,3210,240
"BEAUTIFUL BASTARD","Christina Lauren","9781476730097",9,107,3210,270
"PRIVATE BERLIN","James Patterson and Mark Sullivan","9780316211178",10,107,3210,300
"FIFTY SHADES FREED","E L James","9781612130613",11,107,3210,330
"THE SILVER LININGS PLAYBOOK","Matthew Quick","9780374532284",12,107,3210,360
"FIFTY SHADES DARKER","E L James","9781612130590",13,107,3210,390
"IF YOU STAY","Courtney Cole",NA,14,107,3210,420
"THE POWER TRIP","Jackie Collins","9780312567477",15,107,3210,450
"SUSPECT","Robert Crais","9780399161483",16,107,3210,480
"THE INFORMATIONIST","Taylor Stevens","9780307717092",17,107,3210,510
"TENTH OF DECEMBER","George Saunders","9780812993806",18,107,3210,540
"LOST TO YOU","A L Jackson","9781938404504",19,107,3210,570
"THE DINNER","Herman Koch","9780770437855",20,107,3210,600
"SAFE HAVEN","Nicholas Sparks","9780446547598",1,106,3180,30
"TOUCH AND GO","Lisa Gardner","9780525953074",2,106,3180,60
"RUSH","Maya Banks","9780425267042",3,106,3180,90
"GONE GIRL","Gillian Flynn","9780307588364",4,106,3180,120
"FIFTY SHADES OF GREY","E L James","9781612130286",5,106,3180,150
"PRIVATE BERLIN","James Patterson and Mark Sullivan","9780316211178",6,106,3180,180
"THE SILVER LININGS PLAYBOOK","Matthew Quick","9780374532284",7,106,3180,210
"FIFTY SHADES FREED","E L James","9781612130613",8,106,3180,240
"FIFTY SHADES DARKER","E L James","9781612130590",9,106,3180,270
"SUSPECT","Robert Crais","9780399161483",10,106,3180,300
"LOST TO YOU","A L Jackson","9781938404504",11,106,3180,330
"CRYSTAL COVE","Lisa Kleypas","9781250011756",12,106,3180,360
"UNTIL THE END OF TIME","Danielle Steel","9780345530882",13,106,3180,390
"HOPELESS","Colleen Hoover","9781481251884",14,106,3180,420
"THE FORGOTTEN","David Baldacci","9780446573054",15,106,3180,450
"COLLIDE","Gail McHugh",NA,16,106,3180,480
"TENTH OF DECEMBER","George Saunders","9780812993806",17,106,3180,510
"FOUR WEDDINGS AND A FIASCO BOXED SET","Lucy Kevin","9781938127250",18,106,3180,540
"TALL, DARK AND DEADLY","Lisa Renee Jones",NA,19,106,3180,570
"WARM BODIES","Isaac Marion","9781476717463",20,106,3180,600
"SAFE HAVEN","Nicholas Sparks","9780446547598",1,105,3150,30
"UNTIL THE END OF TIME","Danielle Steel","9780345530882",2,105,3150,60
"GONE GIRL","Gillian Flynn","9780307588364",3,105,3150,90
"PRIVATE BERLIN","James Patterson and Mark Sullivan","9780316211178",4,105,3150,120
"FIFTY SHADES OF GREY","E L James","9781612130286",5,105,3150,150
"COLLIDE","Gail McHugh",NA,6,105,3150,180
"SUSPECT","Robert Crais","9780399161483",7,105,3150,210
"HOPELESS","Colleen Hoover","9781481251884",8,105,3150,240
"FIFTY SHADES FREED","E L James","9781612130613",9,105,3150,270
"FIFTY SHADES DARKER","E L James","9781612130590",10,105,3150,300
"HEARTSONG","Debbie Macomber",NA,11,105,3150,330
"THE FORGOTTEN","David Baldacci","9780446573054",12,105,3150,360
"TENTH OF DECEMBER","George Saunders","9780812993806",13,105,3150,390
"THE SILVER LININGS PLAYBOOK","Matthew Quick","9780374532284",14,105,3150,420
"THE FIFTH ASSASSIN","Brad Meltzer","9780446553971",15,105,3150,450
"THE RACKETEER","John Grisham","9780385535144",16,105,3150,480
"A DEEPER LOVE INSIDE","Sister Souljah","9781439165317",17,105,3150,510
"THE COINCIDENCE OF CALLIE AND KAYDEN","Jessica Sorensen",NA,18,105,3150,540
"DYING TO READ","Lorena McCourtney","9781441238221",19,105,3150,570
"WARM BODIES","Isaac Marion","9781476717463",20,105,3150,600
"SAFE HAVEN","Nicholas Sparks","9780446547598",1,104,3120,30
"PRIVATE BERLIN","James Patterson and Mark Sullivan","9780316211178",2,104,3120,60
"GONE GIRL","Gillian Flynn","9780307588364",3,104,3120,90
"HOPELESS","Colleen Hoover","9781481251884",4,104,3120,120
"FIFTY SHADES OF GREY","E L James","9781612130286",5,104,3120,150
"SUSPECT","Robert Crais","9780399161483",6,104,3120,180
"EVER AFTER","Kim Harrison","9780061957918",7,104,3120,210
"FIFTY SHADES DARKER","E L James","9781612130590",8,104,3120,240
"FIFTY SHADES FREED","E L James","9781612130613",9,104,3120,270
"THE FORGOTTEN","David Baldacci","9780446573054",10,104,3120,300
"THE RACKETEER","John Grisham","9780385535144",11,104,3120,330
"SOMEONE TO LOVE","Addison Moore","9781624300004",12,104,3120,360
"THE COINCIDENCE OF CALLIE AND KAYDEN","Jessica Sorensen",NA,13,104,3120,390
"THE FIFTH ASSASSIN","Brad Meltzer","9780446553971",14,104,3120,420
"BARED TO YOU","Sylvia Day","9780982857199",15,104,3120,450
"REFLECTED IN YOU","Sylvia Day","9780425263914",16,104,3120,480
"THE BLACK BOX","Michael Connelly","9780316069434",17,104,3120,510
"A MEMORY OF LIGHT","Robert Jordan and Brandon Sanderson","9780765325952",18,104,3120,540
"LIFE OF PI","Yann Martel","9780547848419",19,104,3120,570
"COLLIDE","Gail McHugh",NA,20,104,3120,600
"SAFE HAVEN","Nicholas Sparks","9780446547598",1,103,3090,30
"HOPELESS","Colleen Hoover","9781481251884",2,103,3090,60
"GONE GIRL","Gillian Flynn","9780307588364",3,103,3090,90
"THE FIFTH ASSASSIN","Brad Meltzer","9780446553971",4,103,3090,120
"FIFTY SHADES OF GREY","E L James","9781612130286",5,103,3090,150
"SOMEONE TO LOVE","Addison Moore","9781624300004",6,103,3090,180
"FIFTY SHADES FREED","E L James","9781612130613",7,103,3090,210
"FIFTY SHADES DARKER","E L James","9781612130590",8,103,3090,240
"THE FORGOTTEN","David Baldacci","9780446573054",9,103,3090,270
"A MEMORY OF LIGHT","Robert Jordan and Brandon Sanderson","9780765325952",10,103,3090,300
"THE COINCIDENCE OF CALLIE AND KAYDEN","Jessica Sorensen",NA,11,103,3090,330
"THE THIRD BULLET","Stephen Hunter","9781451640205",12,103,3090,360
"THE RACKETEER","John Grisham","9780385535144",13,103,3090,390
"THE DEVIL COLONY","James Rollins","9780061784781",14,103,3090,420
"LIFE OF PI","Yann Martel","9780547848419",15,103,3090,450
"TENTH OF DECEMBER","George Saunders","9780812993806",16,103,3090,480
"AGENDA 21","Glenn Beck with Harriet Parke","9781476716695",17,103,3090,510
"THE BLACK BOX","Michael Connelly","9780316069434",18,103,3090,540
"REFLECTED IN YOU","Sylvia Day","9780425263914",19,103,3090,570
"BARED TO YOU","Sylvia Day","9780982857199",20,103,3090,600
"A MEMORY OF LIGHT","Robert Jordan and Brandon Sanderson","9780765325952",1,102,3060,30
"HOPELESS","Colleen Hoover","9781481251884",2,102,3060,60
"GONE GIRL","Gillian Flynn","9780307588364",3,102,3060,90
"SAFE HAVEN","Nicholas Sparks","9780446547598",4,102,3060,120
"FIFTY SHADES OF GREY","E L James","9781612130286",5,102,3060,150
"COLLATERAL DAMAGE","Stuart Woods","9780399159862",6,102,3060,180
"THE COINCIDENCE OF CALLIE AND KAYDEN","Jessica Sorensen",NA,7,102,3060,210
"FIFTY SHADES DARKER","E L James","9781612130590",8,102,3060,240
"FIFTY SHADES FREED","E L James","9781612130613",9,102,3060,270
"THE FORGOTTEN","David Baldacci","9780446573054",10,102,3060,300
"SOMEONE TO LOVE","Addison Moore","9781624300004",11,102,3060,330
"THE RACKETEER","John Grisham","9780385535144",12,102,3060,360
"TENTH OF DECEMBER","George Saunders","9780812993806",13,102,3060,390
"DREAM EYES","Jayne Ann Krentz","9780399158957",14,102,3060,420
"THE HUSBAND LIST","Janet Evanovich and Dorien Kelly","9780312651329",15,102,3060,450
"THE BLOOD GOSPEL","James Rollins and Rebecca Cantrell","9780061991042",16,102,3060,480
"FALLEN TOO FAR","Abbi Glines",NA,17,102,3060,510
"LIFE OF PI","Yann Martel","9780547848419",18,102,3060,540
"THE BLACK BOX","Michael Connelly","9780316069434",19,102,3060,570
"PRIVATE LONDON","James Patterson and Mark Pearson","9781455515554",20,102,3060,600
"SAFE HAVEN","Nicholas Sparks","9780446547598",1,101,3030,30
"HOPELESS","Colleen Hoover","9781481251884",2,101,3030,60
"GONE GIRL","Gillian Flynn","9780307588364",3,101,3030,90
"THE COINCIDENCE OF CALLIE AND KAYDEN","Jessica Sorensen",NA,4,101,3030,120
"FIFTY SHADES OF GREY","E L James","9781612130286",5,101,3030,150
"FIFTY SHADES DARKER","E L James","9781612130590",6,101,3030,180
"FIFTY SHADES FREED","E L James","9781612130613",7,101,3030,210
"THE FORGOTTEN","David Baldacci","9780446573054",8,101,3030,240
"THE RACKETEER","John Grisham","9780385535144",9,101,3030,270
"SOMEONE TO LOVE","Addison Moore","9781624300004",10,101,3030,300
"SHADES OF GRAY","Maya Banks","9780425251126",11,101,3030,330
"SHADOW WOMAN","Linda Howard","9780345506931",12,101,3030,360
"PRIVATE LONDON","James Patterson and Mark Pearson","9781455515554",13,101,3030,390
"MERRY CHRISTMAS, ALEX CROSS","James Patterson","9780316210683",14,101,3030,420
"EMPIRE AND HONOR","W E B Griffin and William E Butterworth IV","9780399160660",15,101,3030,450
"REFLECTED IN YOU","Sylvia Day","9780425263914",16,101,3030,480
"NOTORIOUS NINETEEN","Janet Evanovich","9780345527745",17,101,3030,510
"LIFE OF PI","Yann Martel","9780547848419",18,101,3030,540
"THREAT VECTOR","Tom Clancy with Mark Greaney","9780399160455",19,101,3030,570
"BARED TO YOU","Sylvia Day","9780982857199",20,101,3030,600
"SAFE HAVEN","Nicholas Sparks","9780446547598",1,100,3000,30
"GONE GIRL","Gillian Flynn","9780307588364",2,100,3000,60
"THE COINCIDENCE OF CALLIE AND KAYDEN","Jessica Sorensen",NA,3,100,3000,90
"FIFTY SHADES OF GREY","E L James","9781612130286",4,100,3000,120
"HOPELESS","Colleen Hoover","9781481251884",5,100,3000,150
"THE RACKETEER","John Grisham","9780385535144",6,100,3000,180
"MERRY CHRISTMAS, ALEX CROSS","James Patterson","9780316210683",7,100,3000,210
"FIFTY SHADES DARKER","E L James","9781612130590",8,100,3000,240
"THE FORGOTTEN","David Baldacci","9780446573054",9,100,3000,270
"LIFE OF PI","Yann Martel","9780547848419",10,100,3000,300
"FIFTY SHADES FREED","E L James","9781612130613",11,100,3000,330
"NOTORIOUS NINETEEN","Janet Evanovich","9780345527745",12,100,3000,360
"THE HOST","Stephenie Meyer","9780316068055",13,100,3000,390
"THE GIRL WITH THE DRAGON TATTOO","Stieg Larsson","9780307454546",14,100,3000,420
"11/22/63","Stephen King","9781451627282",15,100,3000,450
"THREAT VECTOR","Tom Clancy with Mark Greaney","9780399160455",16,100,3000,480
"UNDER THE DOME, PART 1","Stephen King","9781439149034",17,100,3000,510
"THE BLACK BOX","Michael Connelly","9780316069434",18,100,3000,540
"WATER FOR ELEPHANTS","Sara Gruen","9781565125605",19,100,3000,570
"BARED TO YOU","Sylvia Day","9780982857199",20,100,3000,600
"GONE GIRL","Gillian Flynn","9780307588364",1,99,2970,30
"THE RACKETEER","John Grisham","9780385535144",2,99,2970,60
"FIFTY SHADES OF GREY","E L James","9781612130286",3,99,2970,90
"SAFE HAVEN","Nicholas Sparks","9780446547598",4,99,2970,120
"THE FORGOTTEN","David Baldacci","9780446573054",5,99,2970,150
"MERRY CHRISTMAS, ALEX CROSS","James Patterson","9780316210683",6,99,2970,180
"THREAT VECTOR","Tom Clancy with Mark Greaney","9780399160455",7,99,2970,210
"NOTORIOUS NINETEEN","Janet Evanovich","9780345527745",8,99,2970,240
"LIFE OF PI","Yann Martel","9780547848419",9,99,2970,270
"THE BLACK BOX","Michael Connelly","9780316069434",10,99,2970,300
"THE CASUAL VACANCY","J K Rowling","9780316228534",11,99,2970,330
"FIFTY SHADES DARKER","E L James","9781612130590",12,99,2970,360
"FIFTY SHADES FREED","E L James","9781612130613",13,99,2970,390
"THE COINCIDENCE OF CALLIE AND KAYDEN","Jessica Sorensen",NA,14,99,2970,420
"THE LAST MAN","Vince Flynn","9781416595212",15,99,2970,450
"CROSS ROADS","Wm Paul Young","9781455516049",16,99,2970,480
"11/22/63","Stephen King","9781451627282",17,99,2970,510
"THE TWELVE TRIBES OF HATTIE","Ayana Mathis","9780385350280",18,99,2970,540
"THE TIME KEEPER","Mitch Albom","9781401322786",19,99,2970,570
"FALLEN TOO FAR","Abbi Glines",NA,20,99,2970,600
"GONE GIRL","Gillian Flynn","9780307588364",1,98,2940,30
"THE RACKETEER","John Grisham","9780385535144",2,98,2940,60
"TWO GRAVES","Douglas Preston and Lincoln Child","9780446554992",3,98,2940,90
"THE FORGOTTEN","David Baldacci","9780446573054",4,98,2940,120
"FIFTY SHADES OF GREY","E L James","9781612130286",5,98,2940,150
"THREAT VECTOR","Tom Clancy with Mark Greaney","9780399160455",6,98,2940,180
"MERRY CHRISTMAS, ALEX CROSS","James Patterson","9780316210683",7,98,2940,210
"NOTORIOUS NINETEEN","Janet Evanovich","9780345527745",8,98,2940,240
"THE BLACK BOX","Michael Connelly","9780316069434",9,98,2940,270
"LIFE OF PI","Yann Martel","9780547848419",10,98,2940,300
"THE LAST MAN","Vince Flynn","9781416595212",11,98,2940,330
"THE EDGE OF NEVER","JA Redmerski",NA,12,98,2940,360
"FIFTY SHADES FREED","E L James","9781612130613",13,98,2940,390
"FIFTY SHADES DARKER","E L James","9781612130590",14,98,2940,420
"THE TWELVE TRIBES OF HATTIE","Ayana Mathis","9780385350280",15,98,2940,450
"THE CASUAL VACANCY","J K Rowling","9780316228534",16,98,2940,480
"THE ROUND HOUSE","Louise Erdrich","9780062065247",17,98,2940,510
"PRIVATE LONDON","James Patterson and Mark Pearson","9781455515554",18,98,2940,540
"FLIGHT BEHAVIOR","Barbara Kingsolver","9780062124265",19,98,2940,570
"AGENDA 21","Glenn Beck with Harriet Parke","9781476716695",20,98,2940,600
"THREAT VECTOR","Tom Clancy with Mark Greaney","9780399160455",1,97,2910,30
"GONE GIRL","Gillian Flynn","9780307588364",2,97,2910,60
"THE FORGOTTEN","David Baldacci","9780446573054",3,97,2910,90
"THE RACKETEER","John Grisham","9780385535144",4,97,2910,120
"PRIVATE LONDON","James Patterson and Mark Pearson","9781455515554",5,97,2910,150
"THE BLACK BOX","Michael Connelly","9780316069434",6,97,2910,180
"NOTORIOUS NINETEEN","Janet Evanovich","9780345527745",7,97,2910,210
"MERRY CHRISTMAS, ALEX CROSS","James Patterson","9780316210683",8,97,2910,240
"THE EDGE OF NEVER","JA Redmerski",NA,9,97,2910,270
"FIFTY SHADES OF GREY","E L James","9781612130286",10,97,2910,300
"LIFE OF PI","Yann Martel","9780547848419",11,97,2910,330
"THE LAST MAN","Vince Flynn","9781416595212",12,97,2910,360
"FIFTY SHADES FREED","E L James","9781612130613",13,97,2910,390
"FIFTY SHADES DARKER","E L James","9781612130590",14,97,2910,420
"A LEAF ON THE WIND OF ALL HALLOWS","Diana Gabaldon","9780345545374",15,97,2910,450
"COLD DAYS","Jim Butcher","9780451464408",16,97,2910,480
"WINTER OF THE WORLD","Ken Follett","9780525952923",17,97,2910,510
"AGENDA 21","Glenn Beck with Harriet Parke","9781476716695",18,97,2910,540
"THE CASUAL VACANCY","J K Rowling","9780316228534",19,97,2910,570
