"title","author","ISBN","rank","week","description","bestsellers_date","pub","img_url","big_image_url","week_text"
"BARED TO YOU","Sylvia Day","9780982857199",19,93,"Eva and Gideon, recovering from difficult pasts, develop an intense, obsessive relationship.",2012-11-10,2012-11-25,"https://covers.openlibrary.org/b/isbn/9780982857199-M.jpg","https://covers.openlibrary.org/b/isbn/9780982857199-L.jpg","November 10, 2012"
"CLOUD ATLAS","David Mitchell","9780375507250",20,93,"Six linked stories involve myriad characters and conflicts: from New Zealand in the mid-19th century with a stowaway Moriori, to a Belgian estate in the 1930s, to 1970s California with a plucky journalist.",2012-11-10,2012-11-25,"https://covers.openlibrary.org/b/isbn/9780375507250-M.jpg","https://covers.openlibrary.org/b/isbn/9780375507250-L.jpg","November 10, 2012"
"THE RACKETEER","John Grisham","9780385535144",1,92,"An imprisoned ex-lawyer schemes to exchange this information about who murdered a judge for his freedom.",2012-11-03,2012-11-18,"https://covers.openlibrary.org/b/isbn/9780385535144-M.jpg","https://covers.openlibrary.org/b/isbn/9780385535144-L.jpg","November 03, 2012"
"REFLECTED IN YOU","Sylvia Day","9780425263914",2,92,"Eva and Gideon, of “Bared to You,” continue to struggle to make their relationship work.",2012-11-03,2012-11-18,"https://covers.openlibrary.org/b/isbn/9780425263914-M.jpg","https://covers.openlibrary.org/b/isbn/9780425263914-L.jpg","November 03, 2012"
"THE SINS OF THE MOTHER","Danielle Steel","9780385343206",3,92,"A successful businesswoman tries to make up for past failings with her children, now grown.",2012-11-03,2012-11-18,"https://covers.openlibrary.org/b/isbn/9780385343206-M.jpg","https://covers.openlibrary.org/b/isbn/9780385343206-L.jpg","November 03, 2012"
"GONE GIRL","Gillian Flynn","9780307588364",4,92,"A woman disappears on the day of her fifth anniversary; is her husband a killer?",2012-11-03,2012-11-18,"https://covers.openlibrary.org/b/isbn/9780307588364-M.jpg","https://covers.openlibrary.org/b/isbn/9780307588364-L.jpg","November 03, 2012"
"FIFTY SHADES OF GREY","E L James","9781612130286",5,92,"A college student falls in love with a tortured man with particular sexual tastes; the first of a trilogy.",2012-11-03,2012-11-18,"https://covers.openlibrary.org/b/isbn/9781612130286-M.jpg","https://covers.openlibrary.org/b/isbn/9781612130286-L.jpg","November 03, 2012"
"THE SECRET OF ELLA AND MICHA","Jessica Sorensen",NA,6,92,"Childhood friends, long separated, get back together.",2012-11-03,2012-11-18,"assets/na.jpg","","November 03, 2012"
"FIFTY SHADES FREED","E L James","9781612130613",7,92,"The final book in an erotic trilogy.",2012-11-03,2012-11-18,"https://covers.openlibrary.org/b/isbn/9781612130613-M.jpg","https://covers.openlibrary.org/b/isbn/9781612130613-L.jpg","November 03, 2012"
"FIFTY SHADES DARKER","E L James","9781612130590",8,92,"Ana Steele learns more about Christian Grey’s troubled past; the second book in a trilogy.",2012-11-03,2012-11-18,"https://covers.openlibrary.org/b/isbn/9781612130590-M.jpg","https://covers.openlibrary.org/b/isbn/9781612130590-L.jpg","November 03, 2012"
"NYPD RED","James Patterson and Marshall Karp","9780316199865",9,92,"Detective Zach Jordan must stop a deranged killer at a New York film festival.",2012-11-03,2012-11-18,"https://covers.openlibrary.org/b/isbn/9780316199865-M.jpg","https://covers.openlibrary.org/b/isbn/9780316199865-L.jpg","November 03, 2012"
"THE PANTHER","Nelson DeMille","9780446580847",10,92,"The anti-terrorist task force agent John Corey and his wife, an F.B.I. agent, pursue a high-ranking Qaeda operative in Yemen — who is out to avenge the death of a Libyan terrorist killed by Corey.",2012-11-03,2012-11-18,"https://covers.openlibrary.org/b/isbn/9780446580847-M.jpg","https://covers.openlibrary.org/b/isbn/9780446580847-L.jpg","November 03, 2012"
"THE BONE BED","Patricia Cornwell","9780399157561",11,92,"A paleontologist’s disappearance in Canada involves the chief medical examiner Kay Scarpetta; the 20th Scarpetta book.",2012-11-03,2012-11-18,"https://covers.openlibrary.org/b/isbn/9780399157561-M.jpg","https://covers.openlibrary.org/b/isbn/9780399157561-L.jpg","November 03, 2012"
"CLOUD ATLAS","David Mitchell","9780375507250",12,92,"Six linked stories involve myriad characters and conflicts: from New Zealand in the mid-19th century to a Belgian estate in the 1930s to 1970s California.",2012-11-03,2012-11-18,"https://covers.openlibrary.org/b/isbn/9780375507250-M.jpg","https://covers.openlibrary.org/b/isbn/9780375507250-L.jpg","November 03, 2012"
"ICED","Karen Marie Moning","9780385344401",13,92,"The first book in a new urban paranormal trilogy set in the world of the Fever series features Dani O’Malley.",2012-11-03,2012-11-18,"https://covers.openlibrary.org/b/isbn/9780385344401-M.jpg","https://covers.openlibrary.org/b/isbn/9780385344401-L.jpg","November 03, 2012"
"BLACKBERRY WINTER","Sarah Jio",NA,14,92,"A Seattle reporter pursues an unsolved abduction from 1933.",2012-11-03,2012-11-18,"assets/na.jpg","","November 03, 2012"
"THE CASUAL VACANCY","J K Rowling","9780316228534",15,92,"The sudden death of a parish councilman reveals bitter social divisions in an idyllic English town; a novel for adults by the creator of Harry Potter.",2012-11-03,2012-11-18,"https://covers.openlibrary.org/b/isbn/9780316228534-M.jpg","https://covers.openlibrary.org/b/isbn/9780316228534-L.jpg","November 03, 2012"
"BARED TO YOU","Sylvia Day","9780982857199",16,92,"Eva and Gideon, recovering from difficult pasts, develop an intense, obsessive relationship.",2012-11-03,2012-11-18,"https://covers.openlibrary.org/b/isbn/9780982857199-M.jpg","https://covers.openlibrary.org/b/isbn/9780982857199-L.jpg","November 03, 2012"
